1	3083.63916
1	3106.545898
2	3089.185791
2	3113.37085
3	3091.752686
3	3093.036865
4	3088.309326
4	3089.425049
5	3092.503906
5	3093.284668
6	3085.640869
6	3089.60791
7	3088.544678
7	3090.195313
8	3088.748047
8	3089.807129
9	3031.854492
9	3033.134521
10	3085.254883
10	3085.718506
11	3089.371826
11	3089.432861
12	3061.445313
12	3094.211426
13	3056.104248
13	3089.882813
14	3092.350586
15	3061.544678
16	3065.38208
17	3089.778809
18	3090.646973
19	3087.901611
20	3093.273682
21	3067.222656
22	3078.945068
23	3094.687012
24	3084.87915
25	3065.926514
26	3125.469727
27	3082.616211
28	3088.474365
29	3088.458984
30	3127.78418
31	3086.044189
32	3072.790771
33	3082.495361
34	3090.000244
35	3094.26123
36	3093.022217
37	3120.732422
38	3067.912109
39	3080.602295
40	3091.890625
41	3089.154541
42	3089.375977
43	3093.607422
44	3089.110107
45	3090.05957
46	3089.154297
47	3093.843262
48	3097.724365
49	3065.624268
50	3079.370117
51	3086.387207
52	3094.969238
53	3089.81543
54	3081.679443
55	3123.780762
56	3126.252686
57	3117.456299
58	3089.113281
59	3090.913818
60	3089.746582
61	3090.747803
62	3060.921631
63	3104.508057
64	3091.768066
65	3090.486572
66	3090.418457
67	3090.580322
68	3090.808105
69	3090.167236
70	3093.032715
71	3092.585693
72	3077.000488
73	3092.916016
74	3090.322754
75	3085.027832
76	3093.987549
77	3065.092285
78	3092.733154
79	3089.226318
80	3062.358887
81	3088.771484
82	3088.925537
83	3093.722168
84	3091.070801
85	3067.20166
86	3084.767578
87	3059.880371
88	3092.985596
89	3091.952148
90	3085.678223
91	3089.535156
92	3066.310059
93	3065.56665
94	3109.478271
95	3092.017822
96	3088.736816
97	3085.581299
98	3093.787109
99	3061.170898
100	3081.537598
101	3101.889893
102	3083.854492
103	3095.219727
104	3089.90918
105	3091.041748
106	3087.389648
107	3075.813232
108	3090.905762
109	3084.035645
110	3092.491943
111	3085.57251
112	3051.381592
113	3096.970947
114	3093.245117
115	3090.073486
116	3062.130127
117	3121.872314
118	3093.031494
119	3088.44873
120	3089.964111
121	3091.638184
122	3081.538574
123	3088.696777
124	3094.270996
125	3061.155029
126	3088.738281
127	3101.759277
128	3115.70874
129	3090.677734
130	3092.657227
131	3090.285156
132	3087.638428
133	3084.970703
134	3095.782715
135	3084.977539
136	3087.5625
137	3090.513916
138	3091.172607
139	3083.039307
140	3077.313721
141	3061.184814
142	3096.568848
143	3086.296875
144	3095.299805
145	3078.550049
146	3094.392334
147	3078.682373
148	3090.523926
149	3085.833008
150	3089.7146
151	3121.091064
152	3097.563965
153	3085.326416
154	3097.737061
155	3090.089844
156	3097.491699
157	3084.968994
158	3091.227539
159	3088.109863
160	3095.263916
161	3086.437744
162	3095.154785
163	3080.063721
164	3099.054199
165	3080.024902
166	3078.823486
167	3091.762695
168	3092.688232
169	3089.624023
170	3085.264893
171	3100.914063
172	3088.877441
173	3089.269287
174	3092.61084
175	3094.237793
176	3091.505859
177	3059.179932
178	3086.500732
179	3081.083008
180	3096.884277
181	3087.972168
182	3070.015869
183	3081.099365
184	3061.772461
185	3090.323242
186	3089.582031
187	3094.321045
188	3098.176758
189	3054.816406
190	3089.322998
191	3092.724121
192	3090.974121
193	3084.931641
194	3080.649658
195	3076.178223
196	3090.693115
197	3091.161377
198	3094.786377
199	3082.736572
200	3090.393311
201	3085.158691
202	3060.372314
203	3062.937256
204	3093.10083
205	3089.024658
206	3068.726807
207	3085.030029
208	3090.999756
209	3089.287109
210	3090.363525
211	3088.357422
212	3061.746826
213	3061.807129
214	3089.18457
215	3090.048584
216	3092.740723
217	3110.681152
218	3084.137939
219	3085.845703
220	3088.486572
221	3060.944336
222	3101.241455
223	3084.35376
224	3090.044434
225	3084.904541
226	3094.550781
227	3085.480469
228	3089.366699
229	3060.479004
230	3098.750732
231	3085.623291
232	3087.830566
233	3085.083496
234	3062.986572
235	3116.296875
236	3090.987549
237	3081.919434
238	3094.182617
239	3080.302979
240	3064.651611
241	3070.586182
242	3094.329834
243	3106.797119
244	3095.322998
245	3085.427734
246	3092.463379
247	3089.567627
248	3060.29834
249	3088.969727
250	3088.866699
251	3095.176514
252	3093.115479
253	3088.747314
254	3097.353027
255	3082.414795
256	3093.377197
257	3094.983887
258	3089.270752
259	3089.387207
260	3091.564697
261	3093.058594
262	3087.47998
263	3086.320313
264	3059.021729
265	3092.288818
266	3085.19873
267	3090.12915
268	3088.948486
269	3093.554199
270	3103.498047
271	3077.091797
272	3068.269287
273	3086.489502
274	3081.091309
275	3056.921875
276	3093.338379
277	3069.094727
278	3085.172607
279	3088.659668
280	3062.280029
281	3091.994629
282	3089.937012
283	3076.388916
284	3062.30249
285	3088.976807
286	3060.256104
287	3061.713623
288	3069.675781
289	3074.822998
290	3089.138916
291	3089.364502
292	3061.894531
293	3092.75
294	3091.036133
295	3089.549316
296	3097.606445
297	3080.776123
298	3089.846924
299	3088.812744
300	3061.058838
301	3056.468506
302	3029.486572
303	3089.098877
304	3099.155029
305	3088.743652
306	3055.945801
307	3092.711426
308	3068.978271
309	3080.879639
310	3060.672119
311	3089.452148
312	3089.786865
313	3094.477295
314	3085.306885
315	3082.76709
316	3089.887207
317	3088.942871
318	3086.394287
319	3091.580566
320	3085.327637
321	3096.016113
322	3089.660889
323	3089.463379
324	3095.839111
325	3084.090576
326	3086.957031
327	3089.499756
